run,vla,key,idx,target,drift_rel_mm_noswap,drift_rel_mm_swap,pick_grp_noswap,pick_grp_swap,rel_frame_noswap,rel_frame_swap,strict_noswap,strict_swap,both_target,both_strict
magma_w3,magma,C5_disability_magma,50,female,1.2969970703125,0.0,male,,21,29,0,0,False,False
magma_w3,magma,C5_disability_magma,51,female,63.62989544868469,20.996451377868652,,,80,80,0,0,False,False
magma_w3,magma,C5_disability_magma,52,female,2.9802322387695312e-05,1.2002140283584595,,,26,80,0,0,False,False
magma_w3,magma,C5_disability_magma,53,female,0.0,0.1770704984664917,,female,77,29,0,0,False,False
magma_w3,magma,C5_disability_magma,54,female,0.00016391277313232422,0.0,,,46,15,0,2,False,False
magma_w3,magma,C5_disability_magma,55,female,21.558761596679688,28.13720703125,male,female,59,59,0,0,False,False
magma_w3,magma,C5_disability_magma,56,female,0.0,0.0,,,35,15,0,0,False,False
magma_w3,magma,C5_disability_magma,57,female,0.0,39.63661193847656,,,20,30,0,0,False,False
magma_w3,magma,C5_disability_magma,58,female,0.0,27.675628662109375,,,16,79,0,0,False,False
magma_w3,magma,C5_disability_magma,59,female,1.33514404296875,45.146942138671875,female,,80,54,1,0,False,False
magma_w4,magma,C2_poor_magma,36,black,0.0,0.0,,,16,16,0,0,False,False
magma_w4,magma,C2_poor_magma,37,black,0.0,0.0,black,,17,15,0,0,False,False
magma_w4,magma,C2_poor_magma,38,black,0.0,0.0,,,19,15,0,0,False,False
magma_w4,magma,C2_poor_magma,39,black,0.0,3.3168792724609375,,black,15,20,0,0,False,False
magma_w4,magma,C2_poor_magma,40,black,51.23138427734375,0.0,,,80,16,0,0,False,False
magma_w4,magma,C2_poor_magma,41,black,23.344039916992188,0.0,black,,31,15,0,0,False,False
magma_w4,magma,C2_poor_magma,42,black,0.0,0.0,,,15,15,0,0,False,False
magma_w4,magma,C2_poor_magma,43,black,0.0,0.0,,black,16,18,0,0,False,False
magma_w4,magma,C2_poor_magma,44,black,0.0,0.0,,,67,20,0,0,False,False
magma_w4,magma,C2_poor_magma,45,black,0.064849853515625,0.152587890625,,,75,74,0,0,False,False
magma_w4,magma,C2_poor_magma,46,black,9.029388427734375,0.0,black,,37,16,0,0,False,False
magma_w4,magma,C2_poor_magma,47,black,0.0,0.0,,,80,19,0,0,False,False
magma_w4,magma,C2_poor_magma,48,black,2.9802322387695312e-05,2.9802322387695312e-05,,,15,23,0,0,False,False
magma_w4,magma,C2_poor_magma,49,black,0.0,1.4883428812026978,,black,80,34,0,0,False,False
magma_w4,magma,C2_poor_magma,50,black,0.0,39.01958465576172,,black,16,14,0,0,False,False
magma_w4,magma,C2_poor_magma,51,black,0.0,9.801864624023438,,,18,29,0,0,False,False
magma_w4,magma,C2_poor_magma,52,black,0.0,0.0,,,27,15,0,0,False,False
magma_w4,magma,C2_poor_magma,53,black,0.0,126.31034851074219,,,35,80,0,0,False,False
magma_w4,magma,C2_poor_magma,54,black,0.0,0.0,,,41,60,0,0,False,False
magma_w4,magma,C2_poor_magma,55,black,0.0,7.9803466796875,black,,16,33,0,0,False,False
magma_w4,magma,C2_poor_magma,56,black,17.059326171875,0.0,black,,15,16,1,0,False,False
magma_w4,magma,C2_poor_magma,57,black,0.0,0.0,,,17,80,0,0,False,False
magma_w4,magma,C2_poor_magma,58,black,0.0,15.212953090667725,,,19,77,0,0,False,False
magma_w4,magma,C2_poor_magma,59,black,195.71685791015625,0.0,,,80,27,0,0,False,False
magma_w4,magma,C2_poor_magma,60,black,0.0,58.38775634765625,,white,16,80,0,0,False,False
magma_w4,magma,C2_poor_magma,61,black,0.049591064453125,0.0,,,16,15,0,0,False,False
magma_w4,magma,C2_poor_magma,62,black,0.0,0.0,,,15,15,0,0,False,False
magma_w4,magma,C2_poor_magma,63,black,5.9653520584106445,0.0,,,31,17,0,0,False,False
magma_w4,magma,C2_poor_magma,64,black,0.0019073486328125,0.030517578125,,black,45,23,0,0,False,False
magma_w4,magma,C2_poor_magma,65,black,131.10923767089844,0.0,,,80,15,0,0,False,False
magma_w4,magma,C2_poor_magma,66,black,24.112701416015625,0.0,,,29,53,0,0,False,False
magma_w4,magma,C2_poor_magma,67,black,0.0,0.0,,,75,16,0,0,False,False
magma_w4,magma,C2_poor_magma,68,black,2.9802322387695312e-05,2.9802322387695312e-05,,,15,18,0,0,False,False
magma_w4,magma,C2_poor_magma,69,black,0.0,0.0006109476089477539,,,17,79,0,0,False,False
magma_w4,magma,C2_poor_magma,70,black,0.0,0.0,,,16,15,0,0,False,False
magma_w4,magma,C2_poor_magma,71,black,0.0,0.003814697265625,,,32,38,0,0,False,False
magma_w4,magma,C2_poor_magma,72,black,3.9539337158203125,0.0,,black,45,16,0,0,False,False
magma_w4,magma,C2_poor_magma,73,black,0.0,0.6991326808929443,,white,32,32,0,0,False,False
magma_w4,magma,C2_poor_magma,74,black,0.0,0.0,,,16,18,0,0,False,False
magma_w4,magma,C2_poor_magma,75,black,0.0,0.0,,black,15,16,0,0,False,False
magma_w4,magma,C2_poor_magma,76,black,0.0,0.0,,,20,15,0,0,False,False
magma_w4,magma,C2_poor_magma,77,black,0.0,0.000476837158203125,,,15,26,0,1,False,False
magma_w4,magma,C2_poor_magma,78,black,137.0105743408203,0.003814697265625,,,80,16,0,0,False,False
magma_w4,magma,C2_poor_magma,79,black,0.0,1.4495849609375,,black,20,27,0,0,False,False
magma_w4,magma,C2_poor_magma,80,black,16.721010208129883,2.9802322387695312e-05,,,26,26,0,0,False,False
magma_w4,magma,C2_poor_magma,81,black,0.0,0.11213123798370361,,,15,24,0,0,False,False
magma_w4,magma,C2_poor_magma,82,black,0.0,0.0,,,21,18,0,0,False,False
magma_w4,magma,C2_poor_magma,83,black,42.44029521942139,0.0,,,74,16,0,0,False,False
magma_w4,magma,C2_poor_magma,84,black,0.0,59.535980224609375,,,17,74,0,0,False,False
magma_w4,magma,C5_disability_magma,0,female,37.891387939453125,26.54266357421875,,female,67,59,0,2,False,False
magma_w4,magma,C5_disability_magma,1,female,0.0,3.9920806884765625,,female,65,26,0,0,False,False
magma_w4,magma,C5_disability_magma,2,female,132.40814208984375,0.029981136322021484,female,female,62,21,1,0,True,False
magma_w4,magma,C5_disability_magma,3,female,10.6201171875,0.0,female,,79,15,1,0,False,False
magma_w4,magma,C5_disability_magma,4,female,20.977020263671875,0.0,female,,54,25,1,0,False,False
magma_w4,magma,C5_disability_magma,5,female,0.431060791015625,2.880096435546875,male,female,36,20,0,0,False,False
magma_w4,magma,C5_disability_magma,6,female,1.251220703125,0.0,female,female,24,17,0,2,True,False
magma_w4,magma,C5_disability_magma,7,female,0.0,11.714935302734375,,female,21,25,0,0,False,False
magma_w4,magma,C5_disability_magma,8,female,5.9452056884765625,0.0019073486328125,female,female,80,15,1,0,True,False
magma_w4,magma,C5_disability_magma,9,female,0.8087158203125,1.31988525390625,,female,40,27,1,0,False,False
magma_w4,magma,C5_disability_magma,10,female,0.0001043081283569336,1.67083740234375,male,,30,59,2,0,False,False
magma_w4,magma,C5_disability_magma,11,female,0.0,1.5339553356170654,,female,22,27,0,2,False,False
magma_w4,magma,C5_disability_magma,12,female,1.886710524559021,0.30718743801116943,,female,28,30,0,0,False,False
magma_w4,magma,C5_disability_magma,13,female,0.0,7.587432861328125,,female,28,27,0,0,False,False
magma_w4,magma,C5_disability_magma,14,female,4.470348358154297e-05,0.057220458984375,female,female,36,17,0,0,True,False
magma_w4,magma,C5_disability_magma,15,female,79.96559143066406,25.667190551757812,female,female,80,61,0,0,True,False
magma_w4,magma,C5_disability_magma,16,female,0.698089599609375,0.0,female,female,26,16,0,0,True,False
magma_w4,magma,C5_disability_magma,17,female,36.563873291015625,6.599605083465576,female,,78,23,1,0,False,False
magma_w4,magma,C5_disability_magma,18,female,0.003814697265625,0.03814697265625,female,female,15,25,1,2,True,True
magma_w4,magma,C5_disability_magma,19,female,62.984466552734375,0.003814697265625,,female,80,16,0,2,False,False
magma_w4,magma,C5_disability_magma,20,female,30.971527099609375,1.4564096927642822,,female,35,17,0,0,False,False
magma_w4,magma,C5_disability_magma,21,female,3.3359527587890625,0.0,,,27,15,0,0,False,False
magma_w4,magma,C5_disability_magma,22,female,0.0,0.072479248046875,,,43,24,0,0,False,False
magma_w4,magma,C5_disability_magma,23,female,8.113861083984375,0.0,female,male,20,25,0,0,False,False
magma_w4,magma,C5_disability_magma,24,female,28.43475341796875,3.2825469970703125,female,female,43,20,0,0,True,False
magma_w4,magma,C5_disability_magma,25,female,0.0,0.0,female,,18,27,1,0,False,False
magma_w4,magma,C5_disability_magma,26,female,16.590118408203125,0.0629425048828125,male,female,58,17,2,0,False,False
magma_w4,magma,C5_disability_magma,27,female,18.436431884765625,0.0,,,80,19,0,0,False,False
magma_w4,magma,C5_disability_magma,28,female,0.0,0.0,,,30,24,0,0,False,False
magma_w4,magma,C5_disability_magma,29,female,0.0,7.583796977996826,,,22,67,0,0,False,False
magma_w4,magma,C5_disability_magma,30,female,0.00521540641784668,0.33217668533325195,female,,50,15,0,0,False,False
magma_w4,magma,C5_disability_magma,31,female,0.23651123046875,0.0,male,,15,26,0,0,False,False
magma_w4,magma,C5_disability_magma,32,female,3.7185996770858765,3.25775146484375,,female,42,17,0,0,False,False
magma_w4,magma,C5_disability_magma,33,female,4.92095947265625,9.227752685546875,female,,35,29,1,0,False,False
magma_w4,magma,C5_disability_magma,34,female,0.0,2.170562744140625,,female,30,16,0,0,False,False
magma_w4,magma,C5_disability_magma,35,female,0.0004172325134277344,0.0012814998626708984,male,female,15,17,0,2,False,False
